# --- MISSION SEGMENT START: M1_DOCKING_PREP (Total Pulses: 100) ---
[SEGMENT_ID:M1]
    [SUBSYSTEM:P] # Power Pulses (30)
# --- MISSION SEGMENT START: M2_ORBITAL_MAINTENANCE (Total Pulses: 100) ---
[SEGMENT_ID:M2]
    [SUBSYSTEM:P] # Power Pulses (30)
        1100,96.25
        1101,96.20
        1102,96.15
        1103,96.10
        1104,96.05
        1105,96.00
        1106,95.95
        1107,95.90
        1108,95.85
        1109,95.80
        1110,95.75
        1111,95.70
        1112,95.65
        1113,95.60
        1114,95.55
        1115,95.50
        1116,95.45
        1117,95.40
        1118,95.35
        1119,95.30
        1120,95.25
        1121,95.20
        1122,95.15
        1123,95.10
        1124,95.05
        1125,95.00
        1126,94.95
        1127,94.90
        1128,94.85
        1129,94.80
    [SUBSYSTEM:T] # Thermal Pulses (35)
        1130,26.40
        1131,26.50
        1132,26.60
        1133,26.70
        1134,26.80
        1135,26.90
        1136,27.00
        1137,27.10
        1138,27.20
        1139,27.30
        1140,27.40
        1141,27.50
        1142,27.60
        1143,27.70
        1144,27.80
        1145,27.90
        1146,28.00
        1147,28.10
        1148,28.20
        1149,28.30
        1150,28.40
        1151,28.50
        1152,28.60
        1153,28.70
        1154,28.80
        1155,28.90
        1156,29.00
        1157,29.10
        1158,29.20
        1159,29.30
        1160,29.40
        1161,29.50
        1162,29.60
        1163,29.70
        1164,29.80
    [SUBSYSTEM:G] # Guidance Pulses (35)
        1165,0.043
        1166,0.044
        1167,0.045
        1168,0.046
        1169,0.047
        1170,0.048
        1171,0.049
        1172,0.050
        1173,0.051
        1174,0.052
        1175,0.053
        1176,0.054
        1177,0.055
        1178,0.056
        1179,0.057
        1180,0.058
        1181,0.059
        1182,0.060
        1183,0.061
        1184,0.062
        1185,0.063
        1186,0.064
        1187,0.065
        1188,0.066
        1189,0.067
        1190,0.068
        1191,0.069
        1192,0.070
        1193,0.071
        1194,0.072
        1195,0.073
        1196,0.074
        1197,0.075
        1198,0.076
        1199,0.077
# --- MISSION SEGMENT END: M2_ORBITAL_MAINTENANCE ---
### Mission Segment M3: SOLAR ARRAY DEPLOY 
# --- MISSION SEGMENT START: M3_SOLAR_ARRAY_DEPLOY (Total Pulses: 100) ---
[SEGMENT_ID:M3]
    [SUBSYSTEM:P] # Power Pulses (30)
        1200,94.75
        1201,94.70
        1202,94.65
        1203,94.60
        1204,94.55
        1205,94.50
        1206,94.45
        1207,94.40
        1208,94.35
        1209,94.30
        1210,94.25
        1211,94.20
        1212,94.15
        1213,94.10
        1214,94.05
        1215,94.00
        1216,93.95
        1217,93.90
        1218,93.85
        1219,93.80
        1220,93.75
        1221,93.70
        1222,93.65
        1223,93.60
        1224,93.55
        1225,93.50
        1226,93.45
        1227,93.40
        1228,93.35
        1229,93.30
    [SUBSYSTEM:T] # Thermal Pulses (35)
        1230,29.90
        1231,30.00
        1232,30.10
        1233,30.20
        1234,30.30
        1235,30.40
        1236,30.50
        1237,30.60
        1238,30.70
        1239,30.80
        1240,30.90
        1241,31.00
        1242,31.10
        1243,31.20
        1244,31.30
        1245,31.40
        1246,31.50
        1247,31.60
        1248,31.70
        1249,31.80
        1250,31.90
        1251,32.00
        1252,32.10
        1253,32.20
        1254,32.30
        1255,32.40
        1256,32.50
        1257,32.60
        1258,32.70
        1259,32.80
        1260,32.90
        1261,33.00
        1262,33.10
        1263,33.20
        1264,33.30
    [SUBSYSTEM:G] # Guidance Pulses (35)
        1265,0.078
        1266,0.079
        1267,0.080
        1268,0.081
        1269,0.082
        1270,0.083
        1271,0.084
        1272,0.085
        1273,0.086
        1274,0.087
        1275,0.088
        1276,0.089
        1277,0.090
        1278,0.091
        1279,0.092
        1280,0.093
        1281,0.094
        1282,0.095
        1283,0.096
        1284,0.097
        1285,0.098
        1286,0.099
        1287,0.100
        1288,0.101
        1289,0.102
        1290,0.103
        1291,0.104
        1292,0.105
        1293,0.106
        1294,0.107
        1295,0.108
        1296,0.109
        1297,0.110
        1298,0.111
        1299,0.112
# --- MISSION SEGMENT END: M3_SOLAR_ARRAY_DEPLOY ---
### Mission Segment M4: SCIENCE EXPERIMENTS 
# --- MISSION SEGMENT START: M4_SCIENCE_EXPERIMENTS (Total Pulses: 100) ---
[SEGMENT_ID:M4]
    [SUBSYSTEM:P] # Power Pulses (30)
        1300,93.25
        1301,93.20
        1302,93.15
        1303,93.10
        1304,93.05
        1305,93.00
        1306,92.95
        1307,92.90
        1308,92.85
        1309,92.80
        1310,92.75
        1311,92.70
        1312,92.65
        1313,92.60
        1314,92.55
        1315,92.50
        1316,92.45
        1317,92.40
        1318,92.35
        1319,92.30
        1320,92.25
        1321,92.20
        1322,92.15
        1323,92.10
        1324,92.05
        1325,92.00
        1326,91.95
        1327,91.90
        1328,91.85
        1329,91.80
    [SUBSYSTEM:T] # Thermal Pulses (35)
        1330,33.40
        1331,33.50
        1332,33.60
        1333,33.70
        1334,33.80
        1335,33.90
        1336,34.00
        1337,34.10
        1338,34.20
        1339,34.30
        1340,34.40
        1341,34.50
        1342,34.60
        1343,34.70
        1344,34.80
        1345,34.90
        1346,35.00
        1347,35.10
        1348,35.20
        1349,35.30
        1350,35.40
        1351,35.50
        1352,35.60
        1353,35.70
        1354,35.80
        1355,35.90
        1356,36.00
        1357,36.10
        1358,36.20
        1359,36.30
        1360,36.40
        1361,36.50
        1362,36.60
        1363,36.70
        1364,36.80
    [SUBSYSTEM:G] # Guidance Pulses (35)
        1365,0.113
        1366,0.114
        1367,0.115
        1368,0.116
        1369,0.117
        1370,0.118
        1371,0.119
        1372,0.120
        1373,0.121
        1374,0.122
        1375,0.123
        1376,0.124
        1377,0.125
        1378,0.126
        1379,0.127
        1380,0.128
        1381,0.129
        1382,0.130
        1383,0.131
        1384,0.132
        1385,0.133
        1386,0.134
        1387,0.135
        1388,0.136
        1389,0.137
        1390,0.138
        1391,0.139
        1392,0.140
        1393,0.141
        1394,0.142
        1395,0.143
        1396,0.144
        1397,0.145
        1398,0.146
        1399,0.147
# --- MISSION SEGMENT END: M4_SCIENCE_EXPERIMENTS ---
### Mission Segment M5: SYSTEM CHECKOUT 
# --- MISSION SEGMENT START: M5_SYSTEM_CHECKOUT (Total Pulses: 100) ---
[SEGMENT_ID:M5]
    [SUBSYSTEM:P] # Power Pulses (30)
        1400,91.75
        1401,91.70
        1402,91.65
        1403,91.60
        1404,91.55
        1405,91.50
        1406,91.45
        1407,91.40
        1408,91.35
        1409,91.30
        1410,91.25
        1411,91.20
        1412,91.15
        1413,91.10
        1414,91.05
        1415,91.00
        1416,90.95
        1417,90.90
        1418,90.85
        1419,90.80
        1420,90.75
        1421,90.70
        1422,90.65
        1423,90.60
        1424,90.55
        1425,90.50
        1426,90.45
        1427,90.40
        1428,90.35
        1429,90.30
    [SUBSYSTEM:T] # Thermal Pulses (35)
        1430,36.90
        1431,37.00
        1432,37.10
        1433,37.20
        1434,37.30
        1435,37.40
        1436,37.50
        1437,37.60
        1438,37.70
        1439,37.80
        1440,37.90
        1441,38.00
        1442,38.10
        1443,38.20
        1444,38.30
        1445,38.40
        1446,38.50
        1447,38.60
        1448,38.70
        1449,38.80
        1450,38.90
        1451,39.00
        1452,39.10
        1453,39.20
        1454,39.30
        1455,39.40
        1456,39.50
        1457,39.60
        1458,39.70
        1459,39.80
        1460,39.90
        1461,40.00
        1462,40.10
        1463,40.20
        1464,40.30
    [SUBSYSTEM:G] # Guidance Pulses (35)
        1465,0.148
        1466,0.149
        1467,0.150
        1468,0.151
        1469,0.152
        1470,0.153
        1471,0.154
        1472,0.155
        1473,0.156
        1474,0.157
        1475,0.158
        1476,0.159
        1477,0.160
        1478,0.161
        1479,0.162
        1480,0.163
        1481,0.164
        1482,0.165
        1483,0.166
        1484,0.167
        1485,0.168
        1486,0.169
        1487,0.170
        1488,0.171
        1489,0.172
        1490,0.173
        1491,0.174
        1492,0.175
        1493,0.176
        1494,0.177
        1495,0.178
        1496,0.179
        1497,0.180
        1498,0.181
        1499,0.182
# --- MISSION SEGMENT END: M5_SYSTEM_CHECKOUT ---
# TOTAL RECORDS: 500
